delete_reason,Human Annotation 
"Ivan dan Olive memmutuskan tidak tertanam di date. olive dan Ivan memutuskan tdk di date dikaarenakan tidak siap menerima masukan setelah olive dan ivan mengomentari org2 di date yang seasonnya lagi haarus berjuang dipekerjaan dan blm bsa intens di date. 

Saya juga sudah membicarakan ke team leader ivan untk freeze pelayanan karna selama di date dulu ivan juga jarang hadir di date dan bbrpa kali dengan reason main basket.",alasan_date
"Ivan dan Olive memmutuskan tidak tertanam di date. olive dan Ivan memutuskan tdk di date dikaarenakan tidak siap menerima masukan setelah olive dan ivan mengomentari org2 di date yang seasonnya lagi haarus berjuang dipekerjaan dan blm bsa intens di date. 

Saya juga sudah membicarakan ke team leader ivan untk freeze pelayanan karna selama di date dulu ivan juga jarang hadir di date dan bbrpa kali dengan reason main basket.",alasan_date
DM meminta pindah ke date umum dengan alasan kebutuhan.,alasan_date
"Mei sudah pindah rumah ke area barat, dan mau cari date deket2 sana. Kita tetep in touch",lokasi
"keterlibatan di date tidak ada. Tidak pernah ikut date lagi, hanya aktif di wa.",tidak_ada_respon
"Sudah pindah ke bali, masih aktif di wa",lokasi
"keterlibatan di date tidak ada. Tidak pernah ikut date lagi, hanya aktif di wa.",tidak_ada_respon
"keterlibatan di date tidak ada. Tidak pernah ikut date lagi, hanya aktif di wa.",tidak_ada_respon
"Sudah lama tidak ke date dan ke. Gereja jpcc lagi, sudah ijin juga ke yg bersangkutan untuk di remove.",tidak_ada_respon
Pindah DATE bersama suami ke Marriage couple.,alasan_date
mengundurkan diri sendiri tanpa alasan jelas,others
"Untuk sekarang, ikut orang tua ke gereja katolik",tertanam_di_gereja_lain
Passed away in July 2021.....................,others
No longer at JPCC................................,others
"Beliau sudah pindah ke Bali, tidak di Jakarta lagi",lokasi
No longer join in date pluit 19,others
Pindah rumah jadi jauh kalau dateng ke Date Citra Garden 2,lokasi
Pindah rumah jadi jauh kalau ke Date Citra Garden 2,lokasi
Yang bersangkutan sangat sibuk sehingga minta waktu untuk vacuum sementara.,waktu_tidak_sesuai
mendapatkan pekerjaan baru yg jadwalnya tidak cocok dengan date saat ini. ingin explore ke date lain .,waktu_tidak_sesuai
setelah menikah pindah ke Lampung ikut suaminya.,lokasi
pindah gereja karena istri katolik,tertanam_di_gereja_lain
Cari date baru yg cocok dan dekat rumah,alasan_date
Cari date baru yang cocok dan dekat rumah,alasan_date
"suami dari date member yg tidak pernah hadir dalam date, dihubungi jg tidak dibalas/diresponse",tidak_ada_respon
Date fokus ke married couple dan DM akan mencari DATE lain,alasan_date
not longer member in date pluit 19 due to Sandra move to Sukabumi,lokasi
Mau pindah date married couple,alasan_date
Mau mencari date baru yang lebih sesuai,alasan_date
Sudah tidak ber jemaat di JPCC,others
Sudah pindah tinggal di Semarang,lokasi
Pindah gereja. Sudah tidak berjemaat di JPCC,tertanam_di_gereja_lain
Mencari Date yang lebih sesuai.,alasan_date
Kembali ke katolik dan sudah aktif melayani.,tertanam_di_gereja_lain
Yang bersangkutan ingin pindah ke date lain karena jadwal date bentrok dengan jadwal pekerjaan.,waktu_tidak_sesuai
Pindah domisili ke medan dan menemukan komunitas baru disana,lokasi
Pindah domisili ke medan dan menemukan komunitas baru disana,lokasi
Pindah domisili ke jogjakarta dan menemukan komunitas baru disana,lokasi
Ingin mencari date yang lebih dekat dengan rumah,alasan_date
"aslinya dia join date buat merit, tp gak jadi merit",Admin
tidak pernah hadir di DATE sudah lebih selama ini,tidak_ada_respon
"sudah beberapa kali kontak dan menawarkan pilihan DATE lain, namun tetap memutuskan untuk berkomunitas di luar DATE.",others
DM memutuskan akan pindah DATE sehubungan dengan multiplikasi date,alasan_date
Tidak bersedia komitment di date lagi. Dan sudah tidak datang date 1 thn. Dan sudah stay di luar negeri.,lokasi
masih beribadah dan melayani di gereja lain.,tertanam_di_gereja_lain
Maitimoe pindah gereja bersama istri,tertanam_di_gereja_lain
Arief memutuskan pindah ke semarang,lokasi
Dave maitimoe memutuskan pindah gereja,tertanam_di_gereja_lain
Tidak DATE 3 tahun karena hari tidak memungkinkan di Jumat,waktu_tidak_sesuai
"Pindah kota, sudah tidak DATE 3 tahun",lokasi
Gak tahan gesekan dengan sesama DM,alasan_date
Gak tahan gesekan dengan sesama DM,alasan_date
Gak tahan gesekan dengan sesama DM,alasan_date
Pindah ke greja lain sama tempat tinggal pindah,tertanam_di_gereja_lain
"date member tidak pernah hadir selama 2 bulan, dihubungi tidak di respon",tidak_ada_respon
"tiba2 move date ke DATE kepaduri 4 tanpa penjelasan, dan diterima oleh DLnya tanpa cek dulu yg ternyata masih terdaftar sebagai DM Rasuna 16.",alasan_date
Jadwal kerja DM tidak sesuai dengan jadwal DATE yang berjalan sekarang,waktu_tidak_sesuai
Already moved to Australia for study,lokasi
"Tidak pernah hadir di date, ketika d followup biasany diinfo kalau sibuk kerja .. dan tidak aktif juga d group date …",waktu_tidak_sesuai
Want to look other DATE near current office and house,alasan_date
"Atas permintaan Date Member, karena alasan kesehatan.",others
Tidak ada kabar dan tidak aktif,tidak_ada_respon
Have not been active in DATE for a long time,tidak_ada_respon
DATE member has moved to a different country with her husband,lokasi
DATE member has moved to a different DATE,alasan_date
Date member has never been active and engaged in DATE activities for a long time,tidak_ada_respon
The Date Member has moved to Australia with her husband,lokasi
Date member ingin pindah tempat date karena pindah domisili ke jagakarsa,lokasi
Akan pindah rumah ke Bumi Serpong Damai,lokasi
Sementara belum berkomunitas dahulu,others
Sementara belum berkomunitas dahulu,others
"Sangat jarang dtg DATE, terakhir dtg DATE hanya pas ada acara natal aja",tidak_ada_respon
Sudah lama ga dateng dan memang udah season hidupnya berbeda.. Tempat tinggalnya jg jauh..,perbedaan_musim_kehidupan 
Mau cari DATE baru di daerah rumah,alasan_date
Kita pindah ke BSD dan member ingin mencari datr sendiri yg lebih dekat,lokasi
S2 di luar Indo jadi tidak bisa ikut date lagi,lokasi
"pindah ke gereja lain, meneruskan gereja orang tua",tertanam_di_gereja_lain
"pindah ke gereja lain, meneruskan gereja orang tua",tertanam_di_gereja_lain
"Double aplikasi, mau di hilangkan 1",Admin
Moving out to KG 33 because the office near to kelapa gading,alasan_date
pindah kota.. jadi harus pindah date,lokasi
pindah kota.. jadi harus pindah date,lokasi
Tidak cocok dgn jam date Ta9. Belum bs memutuskan mau ke date lain.,waktu_tidak_sesuai
Pindah balik ke gereja orang tuanya,tertanam_di_gereja_lain
Sudah di transfer ke date Alam Sutera 24,alasan_date
Mencari date yang lokasi dan waktunya lebih sesuai,waktu_tidak_sesuai
Mencari date yang lokasi dan waktunya lebih sesuai,waktu_tidak_sesuai
Mencari date yang lokasi dan waktunya lebih sesuai,waktu_tidak_sesuai
Mencari date yang lokasi dan waktunya lebih sesuai,waktu_tidak_sesuai
Mencari date yang lokasi dan waktunya lebih sesuai,waktu_tidak_sesuai
Mencari date yang lokasi dan waktunya lebih sesuai,waktu_tidak_sesuai
Mencari date yang lokasi dan waktunya lebih sesuai,waktu_tidak_sesuai
Mencari date yang lokasi dan waktunya lebih sesuai,waktu_tidak_sesuai
Mencari date yang lokasi dan waktunya lebih sesuai,waktu_tidak_sesuai
Mencari date yang lokasi dan waktunya lebih sesuai,waktu_tidak_sesuai
Mencari date yang lokasi dan waktunya lebih sesuai,waktu_tidak_sesuai
Karena sudah lama gak datang date dan juga tidak ada respon waktu coba dihubungi lewat wa dan dm social medianya,tidak_ada_respon
DM memutuskan untuk fokus pada kehidupan pribadi.,others
Belum bisa aktif di date selama 2 tahun terakhir,tidak_ada_respon
"Belum bisa aktif di DATE, ada kesibukan lain yang menyita waktu, terutama di hari DATE",waktu_tidak_sesuai
karena sering lembur jdnya belum bisa komit di date,waktu_tidak_sesuai
kesulitan waktu untuk ke date jdnya belum bisa komit di date,waktu_tidak_sesuai
"Kerja di luar kota, dan akan ada rencana untuk ke luar negeri.",lokasi
sudah tidak aktif & tidak ada kabar,tidak_ada_respon
sudah menetap di luar negri ikut suaminya,lokasi
sudah lama tidak aktif & tidak ada kabar,tidak_ada_respon
sudah lama tdk aktif & pindah gereja,tertanam_di_gereja_lain
Moving back to US after married,lokasi
Moved to america for good after married,lokasi
"sudah coba reach out ke livi 5 bulan terakhir, namun menghilang dan tidak balas chat sama sekali. sebelumnya sempat ada issue dari dirinya sendiri, dan kami DL dan DM sudah coba bantu semaximal mungkin, namun tetap akhirnya livi tidak balas dan tidak bisa di hubungi hingga sekarang",tidak_ada_respon
"he hasnt been active the past 6 months and after talking with him, he decided not to prioritize date for now due to work condition",waktu_tidak_sesuai
Pasangan ini sudah pindah dan menetap di Denpasar Bali.,lokasi
Pasangan ini sudah pindah Kota dan menetap di Denpasar Bali.,lokasi
been inactive for many years...,tidak_ada_respon
been inactive for many years...,tidak_ada_respon
been inactive for many years...,tidak_ada_respon
sudah pindah domisili ke bali dan tidak beribadah di jpcc lagi,lokasi
Pindah ke PIK jadi mau cari date daerah PIK,lokasi
sudah 3 bulan lebih tidak mengikuti date,tidak_ada_respon
"Pindah ke Kuningan, Cirebon. Sudah diencourage untuk cari komsel dan tertanam di gereja sana.",lokasi
ybs telah pindah ke luar kota (aussie),lokasi
Bukan date member dan belum menikah dengan date member sudirman 8 namun datanya masuk member tanpa sepengetahuan DL,Admin
The date member is coming back to makassar city,lokasi
karena pindah kerja keluar kota,lokasi
Belum ada keinginan untuk aktif kembali di date,others
Tidak membalas dari Agustus 2022,tidak_ada_respon
Sudah lebih dari 3 bulan tidak hadir date secara online tanpa ada kabar,tidak_ada_respon
Kehadiran tidak rutin meski telah diingatkan,tidak_ada_respon
Kuliah ke Seattle sejak tahun 2021 akhir dan tidak bisa komit untuk DATE lagi karena beda zona waktu,lokasi
"Tidak pernah datang DATE lebih dari setahun dan sudah pindah kerja ke Duri, Riau, Sumatra. Jadi tidak bisa bergabung lagi dengan DATE.",lokasi
"Sudah lama tidak aktif, dan mencari date diluar hari jumat",alasan_date
Double nama dgn hen dric di date yg sama,Admin
pindah ke australia bersama kelurga,lokasi
pindah ke australia bersama keluarga,lokasi
Transferred to Date Sunter 14.,alasan_date
kesulitan mengikuti jam DATE dan masih fokus pada proses penyembuhan.,waktu_tidak_sesuai
personal reason. (different season of life),perbedaan_musim_kehidupan 
No longer living in Jakarta and cannot active in DATE anymore,lokasi
Never come to DATE anymore even after follow up,tidak_ada_respon
"Date member sudah pindah rumah, dan terlalu jauh untuk datang ke date tanjung duren 17",lokasi
Mundur dari date untuk saat ini,others
Pindah lokasi DATE tidak aktif lagi,lokasi
inactive more than 3 months and never been in church...,tidak_ada_respon
Accidentaly accepted the probation,Admin
"jarang sekali hadir sjk pandemi 2020, jarang respon wa CT atau DL, pasif di wag DATE, ybs request keluar dr DATE",tidak_ada_respon
she has not been attended the DATE meetings for 3 consecutive months (or more). i've discussed this matter with her and she agree that she will not be registered in DATE Barito 1 in MyJPCC system for a while.,tidak_ada_respon
Sering tugas ke luar kota sehingga tidak bisa hadir,lokasi
yang bersangkutan pindah ke gereja lain,tertanam_di_gereja_lain
yang bersangkutan pindah ke agama lain,others
silvia memutuskan untuk bergereja di daerah rengasdengklok yang dekat dengan tempat tinggal,tertanam_di_gereja_lain
Pindah rumah ke bsd jauh dari tempat date saat ini,lokasi
date member pindah ke luar negeri dan bekerja disana,lokasi
date member beserta keluarga sudah tinggal di luar kota dan sudah mengikuti ibadah di gereja lain.,lokasi
tidak hadir dalam 3 bulan tanpa kabar,tidak_ada_respon
"pindah Date, namun belum menentukan lokasi yg dituju",alasan_date
Inactive member about 8 months due to pack work load.,waktu_tidak_sesuai
Yang bersangkutan dinas kerja ke Medan,lokasi
Yang bersangkutan dinas di Kalimantan,lokasi
"he is never coming and respon
there's no news from him",tidak_ada_respon
no response for re-commitment since 2022,tidak_ada_respon
member dan suami sudah tinggal di luar kota dan sudah mengikuti ibadah di gereja lain.,lokasi
member sudah tinggal di luar kota dan sudah mengikuti ibadah di gereja lain.,lokasi
Pindah ke date married couple. Member akan diinvite kembali oleh Date yg baru.,alasan_date
Pindah ke date married couple. Member akan diinvite oleh Date yg baru.,alasan_date
Udah pindah tempat tinggal ke taman angrek,lokasi
"Tidak pernah datang DATE, karena pekerjaan di hari Sabtu disarankan untuk pindah DATE lain.",waktu_tidak_sesuai
Karena ada pekerjaan keluarga ini pindah ke Bali.,lokasi
Karena ada pekerjaan dan keluarga ini pindah ke Bali.,lokasi
"Change Email/New Myjpcc, the same old date member.",Admin
"Sihite dan istrinya saat ini sudah tidak gereja di JPCC, memutuskan pindah ke HKBP sejak pandemi karena bersama keluarga besar yang lain.",tertanam_di_gereja_lain
"Tina dan suaminya Sihite saat ini sudah tidak gereja di JPCC, memutuskan pindah ke HKBP sejak pandemi karena bersama keluarga besar yang lain.",tertanam_di_gereja_lain
ingin mencari DATE lain lewat myjpcc apss,alasan_date
calon date member tersebut belum bisa untuk join date dikarenakan masalah pribadi,others
Jessica dan keluarga memutuskan utk beribadah di gereja lokal lain,tertanam_di_gereja_lain
byebye i will see you 30 menit lg,others
"sudah disurabaya, tidak beribadah di jpcc",lokasi
inactive date member because he has moved to Bandung,lokasi
Tidak pernah hadir selama 5 bulan terakhir,tidak_ada_respon
"Sudah tidak bisa dihubungi sama sekali, hilang total",tidak_ada_respon
move to another date to be closer to current address,alasan_date
Memutuskan untuk Pindah date ke cipinang 9,alasan_date
Pindah beribadah di GBI Kota Wisata,tertanam_di_gereja_lain
Pindah beribadah di GBI Kota Wisata,tertanam_di_gereja_lain
sudah lama tidak date. sudah dikonfirmasi,tidak_ada_respon
sudah lama tidak date. sudah dikonfirmasi,tidak_ada_respon
sudah lama tidak date. sudah dikonfirmasi,tidak_ada_respon
sudah lama tidak date. sudah dikonfirmasi,tidak_ada_respon
sudah lama tidak date. sudah dikonfirmasi,tidak_ada_respon
sudah lama tidak date. sudah dikonfirmasi,tidak_ada_respon
"sudah lama tidak date lagi, sudah dikonfirmasi",tidak_ada_respon
Sudah tidak bisa join Date dan ke gereja lagi karena ikut suami.,tertanam_di_gereja_lain
Mau pindah date merried couple,alasan_date
"sudah hampir 1 tahun tdk date. sesudah dihubungi & ditanya, tidak ada alasan yang jelas",tidak_ada_respon
Bukan date member dari date rasuna 17,Admin
Blm bersedia utk tertanam di date,others
Mencari date yg lebih dekat domisilinya,alasan_date
Mengundurkan diri dari Date karena pindah gereja setelah menikah.,tertanam_di_gereja_lain
Mengundurkan diri dari Date karena kembali ke gereja lama.,tertanam_di_gereja_lain
"ingin pindah DATE, karena yang bersangkutan belum married, dan sekarang DATE nya adalah untuk married couples",alasan_date
"ingin pindah DATE, karena yang bersangkutan belum married, dan sekarang DATE nya adalah untuk married couples",alasan_date
"Masih probation, kesalahan klik",Admin
We don't know who she is and not register until now.,Admin
Sudah tidak pernah datang lagi,tidak_ada_respon
Sudah tidak pernah datang lagi dan tidak bisa dikontek,tidak_ada_respon
Sudan tidak pernah datang lagi,tidak_ada_respon
Sudah tidak aktif datang ke DATE.,tidak_ada_respon
Memutuskan untuk pindah keluar kota.,lokasi
Sudah tidak aktif karena pindah tempat tinggal.,lokasi
Sudah tidak aktif karena pindah keluar kota.,lokasi
Yang Bersangkutan Pindah Negara,lokasi
Yang bersangkutan Pindah Gereja,tertanam_di_gereja_lain
Yang Bersangkutan Pindah Gereja,tertanam_di_gereja_lain
Moved back to US so hving a new church,lokasi
"sudah pindah ke bandung, menikah dan menetap disana",lokasi
Frans memutuskan untuk keluar date. Aktivitas ibadah pun jarang dilakukan,tidak_ada_respon
Yanto saat ini tidak aktif bahkan ke gereja pun jarang. Hanya istrinya yang rajin ke gereja. Join date pun hampir tidak pernah,tidak_ada_respon
Haraa sudah pindah ke Melbourne untuk melanjutkan study nya. Dia juga memutuskan untuk bertumbuh di Melbourne .,lokasi
sudah pindah daerah tempat tinggal,lokasi
"Sudah tidak pernah join Date sejak 2020, sudah sekitar 3 tahun. Walaupun sudah berulang kali dihubungi dan diingatkan untuk dapat ikut Date, tapi sampai saat ini tidak pernah hadir. Dan kami jg sdh konfirmasi ke yg bersangkutan.",tidak_ada_respon
"Sudah tidak pernah join Date sejak 2020, sudah sekitar 3 tahun. Walaupun sudah berulang kali dihubungi dan diingatkan untuk dapat ikut Date, tapi sampai saat ini tidak pernah hadir. Dan kami jg sdh konfirmasi ke yg bersangkutan.",tidak_ada_respon
Moving to another church is her reason,tertanam_di_gereja_lain
sudah pindah kluar kota dan sudah menetap disana,lokasi
date member sudah pindah ke kota Bandung.,lokasi
Planted on another church and never comes to date anymore since last year,tertanam_di_gereja_lain
Planted on another church and never comes to date anymore since last year,tertanam_di_gereja_lain
Tidak di DATE kami sudah 2 tahun,tidak_ada_respon
memudahkan sembari mencari date baru,alasan_date
Pindah date yang lebih sesuai,alasan_date
Tidak ada komunikasi dan tidak pernah hadir date 4 bulan terakhir,tidak_ada_respon
Tidak ada komunikasi dan tidak pernah hadir date,tidak_ada_respon
Pindah gereja kembali ke komunitas gereja sblmnya,tertanam_di_gereja_lain
Pindah date karena tempt tinggal di cikarang,alasan_date
Ricky doesnt join the date meeting,tidak_ada_respon
Yoga doesnt join the date meeting,tidak_ada_respon
not include as a core team member,Admin
Want to move to another Date close to His House.,alasan_date
Pindah date (masalah hari/waktu),waktu_tidak_sesuai
"sudah tidak pernah datang.
Kami sebagai date leader sudah berusaha menghubungi (via wa, telp, instagram dll) dan teman2 date jg menghubungi tapi tidak ada yang di angkat maupun dibalas chatnya.
Untuk group wa dia baca (terlihat dari status wa sdh di read) tapi tidak pernah di respon

Kurang lebih sudah 6 bulan.",tidak_ada_respon
sudah tidak pernah datang date dan jpcc,tidak_ada_respon
sudah tidak pernah datang date dan ke jpcc,tidak_ada_respon
"Suami date member, tidak aktif dan belum pernah datang di DATE.",tidak_ada_respon
"Dalam 6 bulan ini sama sekali tidak pernah date, kita sudah mencoba reach out ( DL dan CT) dengan cara WA tapi tidak pernah direspon.",tidak_ada_respon
Salah ke klik mau diubah ke probation,Admin
Pindah kota dan pindah gereja krn pekerjaan,lokasi
pindah ke new zealand memulai kehidupan baru disana,lokasi
"pindah ke new zealand , memulai kehidupan baru disana",lokasi
pindah ke gereja lain petra gading serpong,tertanam_di_gereja_lain
DM tidak pernah hadir selama 1 tahun 2 bulan.,tidak_ada_respon
proses perpindahan date baru permintaan member,alasan_date
pindah ke date menteng 20 DL Rivai,alasan_date
pindah ke date menteng 20 DL Rivai,alasan_date
mau cari DATE yang dekat lokasi tinggal,alasan_date
"Tidak pernah hadir, dan tidak bisa dihubungi",tidak_ada_respon
"Bukan Date Member, hanya suami Date Member, tidak pernah datang date, tidak pernah berinteraksi dengan DM lain, tidak ada di grup date",tidak_ada_respon
"Date member mengundurkan diri dari date, karena lokasi date dengan rumah yang jauh. Date member berencana mencari date yang baru, dengan menggunakan applikasi, karena suka lupa saat mau daftar date di campus.",alasan_date
His working area move to Batam and will not available to join date,lokasi
Working location are moving and will be looking date to more available area,lokasi
Ingin mencoba tertanam di gereja local (Bandung),tertanam_di_gereja_lain
Move to other church due to closer from where she stays. She already join the small group there.,tertanam_di_gereja_lain
"Date Member mula mula, menikah dan ikut suami ke Singapore since maret 2020. namun karna kebutuhan ada komunitas dan masih online, saya ijinkan sampai hari ini. kontribusi juga sangat besar di Date, seharusnya sudah saya jadikan CT, namun keterbatasan domisili saja. saat ini Date sudah hybrid. jadi diberikan pengertian agar tertanam di gereja domisili di singapore bersama gereja suami.",lokasi
"dikembalikan ke gereja domisili karna status saat ini di makasar. join pada saat pandemi dan menggunakan sarana online sebelumnya. di pertahankan yang seharusnya hanya sebulan, namun melihat kebutuhan Olyvia Gosal saat itu, saya pertahankan sampai saat ini ?",tertanam_di_gereja_lain
Dater dan keluarga memutuskan pindah ke gereja dekat rumah,tertanam_di_gereja_lain
dater dan keluarga memutuskan pindah ke gereja dekat rumah,tertanam_di_gereja_lain
pindah date di Jakarta yang sesuai,alasan_date
pindah ke Bojonegoro jadi jauh,lokasi
pindah area ke Bojonegoro jadi jauh,lokasi
Non aktif dulu karena kesibukan atas request DM,waktu_tidak_sesuai
"Ybs tidak bs join date dikarenakan waktu, disarankan untuk pineah date tp blm memantapkan hati",waktu_tidak_sesuai
Atika menginformasikan kalau dia sudah tidak beribadah lagi di JPCC dan memilih mengikuti komunitas rohani di gereja lain. Ybs jg sudah pamit dari group wa date secara baik2.,tertanam_di_gereja_lain
lagi ga sempet ikut dateeeeeeeee,waktu_tidak_sesuai
sedang tidak sempat ikut date katanyaa,waktu_tidak_sesuai
"Pindah ke Texas, USA utk berkeluarga.",lokasi
DM tidak aktif dan mengambil keputusan untuk tidak mau ikut date lagi.,tidak_ada_respon
Belum selesai probation yang ditentukan,Admin
pindah gereja bersama dengan keluarganya,tertanam_di_gereja_lain
Retta sementara fokus pada perkuliahannya di luar kota. belum bisa fokus untuk bisa komitmen hadir di DATE.,lokasi
"pindah BSD gereja jpcc alsut, akan cari date deket sana",lokasi
kehilangan komunikasi tidak bisa dikontak lagi,tidak_ada_respon
menemukan date yg lebih cocok di komunitas lain,alasan_date
menemukan date yg lebih cocok di komunitas lain,alasan_date
mau mencari date yang baru di Jakarta Barat,alasan_date
Maw mencoba date baru di tempat lain,alasan_date
sudah tidak aktif selama beberapa bulan dan sedang sibuk utk saat ini.,waktu_tidak_sesuai
"Sudah lama tidak aktif, dan DM request untuk keluar",tidak_ada_respon
Maria saat ini sudah pindah domisili ke luar negeri,lokasi
DM daftar ulang dengan email yg berbeda (karena ada masalah teknis).,Admin
She has been inactive on date for more than one year.,tidak_ada_respon
She has been inactive on Date for more than a year,tidak_ada_respon
"sudah lama sekali tidak pernah joint DATE, alasannya selalu sibuk.",waktu_tidak_sesuai
"Temporary exit while studying abroad, will rejoin after graduation.",lokasi
"Time conflict, DM no longer can join weekly meetings.",waktu_tidak_sesuai
"Time conflict, DM no longer able to join weekly meetings",waktu_tidak_sesuai
"DATE venue is already changed to Semanan, far from previous location in Rasuna. Prefer to find other DATE.",alasan_date
"DATE venue is already changed to Semanan, far from previous location in Rasuna. Prefer to find other DATE.",alasan_date
"DATE venue is already changed to Semanan, far from previous location in Rasuna. Prefer to find other DATE.",alasan_date
"DATE venue is already changed to Semanan, far from previous location in Rasuna. Prefer to find other DATE.",alasan_date
juat get married and would like to change to DATE married couples,alasan_date
DM memutuskan secara pribadi untuk keluar dari Date.,others
Ybs berada diluar daerah dan permintaan ini tidak melalui jalur approval,lokasi
Got married and move to Jogja for good. Move church as well,lokasi
Got married and move to Jogja for good. Move church as well,lokasi
"Waktu pekerjaan, sehingga sulit hadir ke Date",waktu_tidak_sesuai
Member doesnt show up regularly,tidak_ada_respon
"Tidak pernah ikut date, AnSeungHee autojoin di date ini karna statusnya menikah dengan Hanna",tidak_ada_respon
Tidak pernah hadir date karena kegiatan,waktu_tidak_sesuai
Tidak pernah hadir date karena kegiatan,waktu_tidak_sesuai
Jarang hadir di date karena bentrok dengan aktifitas sehati hari,waktu_tidak_sesuai
Salah Pencet seharusnya msh probation. Conf to IT (Salomo),Admin
Tidak bisa bekerja sama dgn DL d Memebru pengaruh yg negatif dalam komunitas,alasan_date
Lagi sibuk kerjaan keluar kota melulu,lokasi
Tidak pernah hadir dalam date lagi,tidak_ada_respon
sudah lebih dari 6 bulan tidak bisa di contact,tidak_ada_respon
Sudah tidak pernah hadir dalam date,tidak_ada_respon
she is not come to date again..,tidak_ada_respon
Tidak pernah ikut Date dan setelah ditawarkan untuk pindah jadwal date memilih untuk tidak date dahulu,tidak_ada_respon
Sepakat dengan pasangan untuk pindah gereja lokal dgn alasan kepentingan keluarga.,tertanam_di_gereja_lain
Dater hasnt been coming and no intention on coming.,tidak_ada_respon
"Live far from Jakarta (Solo), too busy for Date",lokasi
"Domisili d Bandung. Selama pandemi, krn online msh bs ikut ibadah JPCC dan Date online. Sekarang sdh bs offline, jd kmd sdh dpt gereja dan komunitas d sana.",lokasi
Date member berada di kota lain (palembang),lokasi
Date member sudab balik ke kota asal (jambi),lokasi
selama 2 tahun Deni tidak bisa hadi di Date baik online. Dan ybs menjelaskan bahwa kesibukan kerja yg sampai jam 9 malam membuat tidak bisa hadir di Date.,waktu_tidak_sesuai
"Belum perna join Date, infonya mau join yg digereja lama",tertanam_di_gereja_lain
Tidak pernah datang date setahun terakhir,tidak_ada_respon
ellisa mau menikah dan memutuskan belajar ajaran katolik,tertanam_di_gereja_lain
Karena ika ingin menata hati dalam berkomitken join date,others
Date member yang bersangkutan pindah ke australia sehingga tidak dapat lagi ikut date.,lokasi
sudah lama tidak hadir di DATE,tidak_ada_respon
sudah lama tidak hadir di DATE,tidak_ada_respon
Frans udah satu tahun tidak date dan udah pindah ke greja GMS,tertanam_di_gereja_lain
Lg gak bisa date lagi karna ada urusan pribadi,others
Sejak pandemi date berangsur2 vakum dan sekarang ada banyak perubahan yang sedang dilakukan untuk mulai date lagi.,others
Sejak pandemi date berangsur2 vakum dan sekarang ada banyak perubahan yang sedang dilakukan untuk mulai date lagi.,others
Selama pandemi dikarenakan sudah pindah ke gunung sindur mereka coba datang ke gereja lain karena mereka butuh gereja yg onsite dan mau cari komunitas yg setiap minggu bisa tatap muka,tertanam_di_gereja_lain
Pindah tugas keluar kota dan belum bisa ikut date sampai waktu yang blm bisa di pastikan.,lokasi
Sudah tidak aktif di date 1tahun terakhir,tidak_ada_respon
Sudah tidak aktif di Date untuk 1-2 tahun ini,tidak_ada_respon
DM memutuskan pindah dan tertanam di gereja lain,tertanam_di_gereja_lain
hari kamis ga bisa kalo mau join lagi berkabar,waktu_tidak_sesuai
hari kamis ga bisa nanti kalo mau join lagi berkabar,waktu_tidak_sesuai
Sudah diinvite belum bisa datang / salah pencet tombol jadi keaccept,Admin
Cannot find time anymore to join Date,waktu_tidak_sesuai
mau pindah date ke Date Pantai Indah Kapuk 9,alasan_date
sekarang kerja di luar kota.....,lokasi
lagi sibuk... ga sempet date...,waktu_tidak_sesuai
Tidak bisa ikut DATE Lagi karena fokus mengurus ibu.,others
"dm salah akun yg diregister, mau regis pakai akun lain",Admin
Bug recovery married to single,Admin
Bug recovery married to single,Admin
sudah setahun tidak date. kami rencana membersihkan data2 date member supaya bisa menerima member2 baru.,tidak_ada_respon
sudah setahun tidak date. kami rencana membersihkan data2 date member supaya bisa menerima member2 baru.,tidak_ada_respon
sudah setahun tidak date. kami rencana membersihkan data2 date member supaya bisa menerima member2 baru.,tidak_ada_respon
Ingin mencari Date yang lebih dekat dengan tempat tinggal.,alasan_date
"Sedang fokus dengan koas dan persiapan S2, jadi sudah tidak pernah datang ke DATE lagi.",waktu_tidak_sesuai
she wants to go back to her previous church,tertanam_di_gereja_lain
Working holiday visa in aussie,lokasi
Tidak hadir lebih dari 3 bulan krn kerja di Karawang. Tidak bisa komitmen lagi di date.,tidak_ada_respon
Not active anymore. We reach on whatsapp but no response,tidak_ada_respon
"Not active anymore. We reach levana n partner but no respon. She told us that she n partner wants to join DATE member couple. But when we confirm again, there's no response.",tidak_ada_respon
mulai mengembangkan pelayanan sendiri diluar JPCC,others
mulai mengembangkan pelayanan sendiri diluar JPCC,others
mulai mengembangkan pelayanan sendiri diluar JPCC,others
kesulitan dengan komitmen untuk hadir dalam DATE,waktu_tidak_sesuai
Pindah date karena pindah tempat tinggal,lokasi
sudah tidak ikut date lebih dari 1 tahun,tidak_ada_respon
"mau cari date lain yg 1 season, sudah konfirmasi ke ybs",alasan_date
"Work & study in another country, move to hillsongs church",lokasi
Saya tidak mengenal date member,Admin
Lennie has decided to focus her work and ministry in Surabaya. She will also start to be planted in a local Church there.,lokasi
dm pindah ke luar negeri saat ini untuk bekerja,lokasi
DM menikah dan pindah kota ke solo,lokasi
date member menginfokan akan cuti dari date sementara waktu,others
Move to other church community,tertanam_di_gereja_lain
